id,name,website_url,x,y,category_id,year_founded,total_funding,hq_country,hq_city,contact_person,description,user_group
s124,Core X,https://core-x.io,404.6,390.9,cat3,2020,1183268,USA,San Francisco,Cameron Garcia,Core X provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s125,Forge Data,https://forge-data.io,382.6,470.4,cat3,2018,10942215,UK,Tel Aviv,Sam Jones,Forge Data provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s126,Nova Wise,https://nova-wise.io,376.7,438.8,cat3,2021,6497898,USA,Toronto,Morgan Jones,Nova Wise provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s127,Data Edge,https://data-edge.io,406.6,463.2,cat3,2023,362799,USA,Portland,Skyler Martinez,Data Edge provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s128,Cloud Rise,https://cloud-rise.io,388.8,471.7,cat3,2017,1439325,USA,New York,Robin Martinez,Cloud Rise provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s129,Forge X,https://forge-x.io,381.1,439,cat3,2023,614799,USA,Boston,Morgan Rodriguez,Forge X provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s130,Kite Port,https://kite-port.io,343.1,470.5,cat3,2021,36463299,Singapore,Singapore,Skyler Smith,Kite Port provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s131,Yield Code,https://yield-code.io,337.1,489,cat3,2019,2769955,Germany,Berlin,Quinn Anderson,Yield Code provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s132,Prime Code,https://prime-code.io,310.7,410.8,cat3,2021,8367279,UK,Miami,Jamie Martinez,Prime Code provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s133,Apex Pulse,https://apex-pulse.io,329.5,453.7,cat3,2023,13668291,Singapore,Berlin,Taylor Taylor,Apex Pulse provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s134,Sync Cloud,https://sync-cloud.io,345.3,425,cat3,2019,491052,USA,Paris,Chris Martinez,Sync Cloud provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s135,Prism 360,https://prism-360.io,371,412.1,cat3,2019,65884003,USA,Boston,Jamie Johnson,Prism 360 provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s136,Apex Nexus,https://apex-nexus.io,392.1,466.8,cat3,2016,447850,USA,Amsterdam,Taylor Brown,Apex Nexus provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s137,Smart Nexus,https://smart-nexus.io,346.1,411.9,cat3,2022,5461535,Israel,Philadelphia,Casey Williams,Smart Nexus provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s138,Umbra Vault,https://umbra-vault.io,373,432.7,cat3,2023,1182634,UK,Philadelphia,Emery Thomas,Umbra Vault provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s139,Nova Lite,https://nova-lite.io,353.6,527.4,cat3,2016,2934550,Netherlands,London,Jordan Taylor,Nova Lite provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s140,Glint Logic,https://glint-logic.io,352.7,413.9,cat3,2022,32754321,USA,New York,Jordan Moore,Glint Logic provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s141,Atlas One,https://atlas-one.io,378.1,435.2,cat3,2019,1721076,Netherlands,San Francisco,Blake White,Atlas One provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s142,Pulse Quest,https://pulse-quest.io,396.6,439.5,cat3,2018,2124690,USA,Amsterdam,Avery Davis,Pulse Quest provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s143,Tech Core,https://tech-core.io,302.6,388,cat3,2019,222884460,USA,Amsterdam,Quinn Jackson,Tech Core provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s144,Helix Port,https://helix-port.io,364.4,428.7,cat3,2020,36589011,Canada,Austin,Skyler Davis,Helix Port provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s145,Echo Zone,https://echo-zone.io,417.2,429.6,cat3,2022,199906035,Israel,Miami,Cameron Thompson,Echo Zone provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s146,Bolt Grid,https://bolt-grid.io,351.8,502.7,cat3,2022,4780921,USA,Toronto,Morgan Moore,Bolt Grid provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s147,Jade One,https://jade-one.io,362.6,460.7,cat3,2021,25974612,France,Chicago,Chris Jones,Jade One provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s148,Sync Mesh,https://sync-mesh.io,378.5,467.1,cat3,2021,18937311,USA,Berlin,Pat Martin,Sync Mesh provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s149,Spark Byte,https://spark-byte.io,362.4,415.3,cat3,2017,8852088,USA,Los Angeles,Jamie Thompson,Spark Byte provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s150,Forge Logic,https://forge-logic.io,378.7,440.6,cat3,2016,6942404,USA,New York,Morgan Thompson,Forge Logic provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s151,Iris Net,https://iris-net.io,404.2,471.6,cat3,2018,16705218,France,Atlanta,Robin Moore,Iris Net provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s152,Vector Sync,https://vector-sync.io,342.1,477.6,cat3,2022,502776,USA,Los Angeles,Skyler White,Vector Sync provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s153,Lattice Port,https://lattice-port.io,333.4,421,cat3,2016,4663981,USA,Berlin,Drew Martin,Lattice Port provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s154,Kite Stack,https://kite-stack.io,404.8,421.8,cat3,2020,8363208,USA,London,Sam Wilson,Kite Stack provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s155,Zephyr IQ,https://zephyr-iq.io,369.6,446,cat3,2020,5444555,USA,Tel Aviv,Finley Garcia,Zephyr IQ provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s156,Tech Mesh,https://tech-mesh.io,355,456,cat3,2016,504564,Australia,Philadelphia,Skyler Williams,Tech Mesh provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s157,Ember Scope,https://ember-scope.io,380.3,475.6,cat3,2021,66906078,Canada,Austin,Riley Johnson,Ember Scope provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s158,Crest Zone,https://crest-zone.io,290.1,449.1,cat3,2017,203968425,Netherlands,Miami,Dakota Smith,Crest Zone provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s159,Xylo Grid,https://xylo-grid.io,422.5,450.8,cat3,2021,606567,USA,Amsterdam,Drew Garcia,Xylo Grid provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s160,Vault Link,https://vault-link.io,350.8,484.7,cat3,2021,2783159,Singapore,Miami,Drew Brown,Vault Link provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s161,Drift Now,https://drift-now.io,365.1,432.5,cat3,2022,82809080,Canada,Los Angeles,Cameron Jones,Drift Now provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s162,Crest Port,https://crest-port.io,352.7,433.3,cat3,2023,85678342,USA,Atlanta,Riley Rodriguez,Crest Port provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s163,Iris Now,https://iris-now.io,418.2,485.1,cat3,2020,83036305,France,Atlanta,Avery Brown,Iris Now provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s164,Yield Node,https://yield-node.io,409.3,472.1,cat3,2021,1273030,Singapore,Austin,Morgan Rodriguez,Yield Node provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s165,Xylo One,https://xylo-one.io,313.7,431.8,cat3,2020,196428801,USA,New York,Pat Williams,Xylo One provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s166,Mint Data,https://mint-data.io,320.7,471.3,cat3,2017,182831264,USA,San Francisco,Drew Smith,Mint Data provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s167,Stride Core,https://stride-core.io,385.3,432.5,cat3,2016,63796987,Netherlands,Tel Aviv,Skyler White,Stride Core provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s168,Xylo Unit,https://xylo-unit.io,363.1,435.6,cat3,2023,53355726,USA,Los Angeles,Sam Johnson,Xylo Unit provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s169,Lens Core,https://lens-core.io,670.6,459.9,cat4,2019,23182776,France,Portland,Casey Johnson,Lens Core provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s170,Apex Forge,https://apex-forge.io,657.5,456.1,cat4,2018,73825009,USA,Los Angeles,Robin Thompson,Apex Forge provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
